IBOV,DOL,PETR,VALE,BBDC,WTI,PRE5Y,VOL20D,VOL20D10P
0.011581038,0.005503325,0.019574603,0.018182319,-0.004950505,0.030302784,0.007320178,0.018373282,0.017877774
0.000299211,-0.000723982,0.025887771,0.018152559,-0.030484789,0.015552928,0.016234066,0.018396967,0.017918059
-0.016924232,0.016164145,-0.003338901,-0.027960258,-0.015208439,0.014182323,0.019752258,0.018918087,0.018633416
0.010163055,0.007985137,0.003338901,0.011907594,-0.002600782,0.001698137,0.001184542,0.018970176,0.018818342
-0.001104996,-0.004132481,0.014779137,-0.004956826,-0.005221944,0.017380599,0.006803917,0.01839782,0.018896132
0.010995399,-0.014719732,0.001750165,0.013461166,0.01429524,-0.01536276,-0.013694806,0.018427158,0.019748504
0.001248953,-0.006384026,0.025891414,0.002818784,-0.01429524,0.014488947,-0.000182139,0.017844754,0.018960371
-0.00678866,0.004100096,-0.013941245,-0.003561892,-0.011055654,-0.012958108,0.010478682,0.017839541,0.013851744
0.020718954,-0.00301314,0.017343332,0.034198861,0.009483738,0.000321983,-0.009876987,0.018141901,0.013423525
0.017663258,-0.009094279,0.021835846,0.035150771,0.004447359,0.017946643,-0.009286169,0.017866109,0.014618063
0.0091927,0.003769001,0.037701867,-0.008217889,0.015283292,0.005125184,0.008778794,0.017877774,0.015232527
0.001061557,0.001152179,0.032660782,0,-0.007741974,0.01390213,-0.003527081,0.017918059,0.01687773
-0.016761931,0.00356938,0.01631984,-0.032696587,-0.023326965,0.031004316,0.007162345,0.018633416,0.017420336
-0.011729238,0.003556685,-0.037842878,-0.013823429,-0.000795862,0.011772936,0.00174021,0.018818342,0.017495683
-0.008918864,0.007865783,-0.032919105,-0.019598204,0.022329476,-0.021276581,0.007471157,0.018896132,0.017928127
0.029985944,-0.007805503,0.021608532,0.021965769,0.035127579,0.016858873,-0.002828115,0.019748504,0.018129023
-0.018710446,-0.012189726,-0.032894424,-0.048605434,-0.020254506,-0.033375236,-0.018827405,0.018960371,0.018249865
0.01101203,-0.006427347,-0.006914813,0.016313073,0.017713209,0.005117114,-0.000373872,0.013851744,0.017453887
-0.009620184,0.002453387,0.015993863,-0.003363918,-0.025774623,0.003136028,0.017810349,0.013423525,0.01679946
-0.026582167,-0.002453387,-0.048137636,-0.036339281,-0.021108963,-0.027135908,-0.012204138,0.014618063,0.017205339
-0.019296264,-0.000614288,-0.046811091,-0.035897144,-0.010723963,-0.016462278,0.002702698,0.015232527,0.017545237
0.036263106,0.001105448,0.049126638,0.034148475,0.029218546,0.045006197,0.016828969,0.01687773,0.017327277
-0.020200128,0.000122752,0.000630583,-0.017009396,-0.024110321,0.079459286,0.025660392,0.017420336,0.018219393
-0.007248389,-0.002765573,-0.002314085,-0.034409519,-0.017584654,-0.029824522,0.020970767,0.017495683,0.018180578
-0.021992058,0.014055475,-0.031667173,-0.022016131,-0.022634143,-0.023024115,-0.000835621,0.017928127,0.018166724
-0.014565384,-0.004256878,-0.013129291,-0.031483599,-0.028314462,0.037717775,-0.001415554,0.018129023,0.01777391
0.007829259,-0.004275077,-0.004857594,0.001765537,0.033327004,0.003512113,0.004421698,0.018249865,0.018350181
-0.001724625,-0.000857213,0.015810606,0.001234024,0.00554018,-0.015234885,0.00643442,0.017453887,0.018136375
0.001204578,-0.004358643,-0.002181026,0.000704473,-0.004429686,-0.002376003,0.006265635,0.01679946,0.018494259
0.016991147,-0.009271344,0.009777373,0.02914849,0.012134732,-0.003947717,-0.009553754,0.017205339,0.018414662
-0.019878612,-0.001553616,-0.018549359,-0.005315058,-0.022454166,0.018852442,-0.005510158,0.017545237,0.019514054
-0.007480585,-0.003863415,-0.033597785,-0.00206505,-0.007880705,-0.034725194,-0.004646005,0.017327277,0.017541288
-0.030138787,0.002618782,-0.017695509,-0.046003353,-0.029827276,0.021751401,0.010831854,0.018219393,0.017511783
0.000417785,0.003419019,0.017467693,0.018585238,-0.008771986,0.008863997,-0.004139715,0.018180578,0.017510998
-0.007344354,-0.00622512,-0.002737852,0.017724426,-0.013006391,0.003743536,-0.001997729,0.018166724,0.017867899
0.025935925,-0.005008149,0.02660211,0.020487934,0.01857091,-0.019008745,0.001302803,0.01777391,0.017628603
-0.029386008,0.004820795,-0.001112966,-0.036089968,-0.039617988,0.036583635,0.013596396,0.018350181,0.017934044
0.005847195,-0.002751894,0.008869238,-0.006558563,-0.005790051,0.00559944,0.007161889,0.018136375,0.01801942
0.010762602,0.00018787,0.019889192,0.020593881,0.008217974,0.001930986,0.007433394,0.018494259,0.018014718
-0.025248006,0.00493458,-0.002600218,-0.042529316,-0.029531522,0.007828664,0.003174441,0.018414662,0.018727031
-0.036790707,-0.003683015,-0.046861022,-0.052624081,0.002183067,0.01882078,0.006625361,0.019514054,0.018736551
-0.030456171,0.005301743,-0.03305513,-0.024046146,-0.025237933,0.010863279,0.004946424,0.017541288,0.018190663
-0.004676969,-0.0046106,-0.029838934,0.00116437,0.00636742,-0.027418091,-0.007609735,0.017511783,0.01849642
0.007536517,0.006659845,-0.031987219,-0.010920545,0.031242779,-0.038355336,-0.009260958,0.017510998,0.018479858
0.011971392,-0.002671058,-0.013885668,0,-0.009581282,0.040315537,-0.002335064,0.017867899,0.018254559
-0.001727575,-0.003114879,0.013639393,-0.016408394,-0.009360443,0.024370162,-0.005125547,0.017628603,0.017469577
0.009464941,-0.006761436,0.006872879,0.016408394,-0.010715514,0.00137874,-0.001292686,0.017934044,0.017261678
0.004846602,-0.002326972,-0.008105165,-0.021604249,-0.01339733,-0.045667462,-0.018998935,0.01801942,0.017883482
0.016917468,0.004335131,-0.019422921,-0.01432776,0.066763885,-0.029638846,0.002210389,0.018014718,0.019233486
-0.031894259,-0.001129093,-0.050803757,-0.055581466,0.006288387,-0.039390081,-0.005037208,0.018727031,0.017561095
-0.001998402,-0.001444588,0.010526413,-0.011453394,0.034329321,-0.003793015,-0.012164438,0.018736551,0.01770028
0.012968159,-0.007001195,0.014553271,0.036072634,-0.010437903,0.019127211,0.009326677,0.018190663,0.019263505
-0.018668848,0.000379699,-0.034916265,-0.03824844,-0.006139473,-0.032320735,-0.012593489,0.01849642,0.019702618
-0.003812984,0.001706863,-0.036179657,-0.00087165,-0.002642785,-0.028051883,-0.007119626,0.018479858,0.020153675
-0.033994408,-0.003099797,-0.045333541,-0.047776943,-0.034702854,0.007167335,-0.017744307,0.018254559,0.019952084
-0.004100047,-0.002855241,0,-0.005273427,-0.015337724,-0.016423653,-0.010884184,0.017469577,0.019979572
-0.005786039,0.000825685,0.010093813,0.011201397,-0.013694581,0.017225771,0.00541848,0.017261678,0.02085317
0.020416509,-0.002733719,-0.00143575,0.023810649,0.02414978,-0.020330348,0.008921458,0.017883482,0.020722249
0.033127675,-0.005041974,0.047694874,0.065509193,0.022982566,0.036396867,-0.015683807,0.019233486,0.020112642
-0.008234218,-0.000191969,-0.016574965,-0.015926573,-0.00900907,-0.020486149,9.20E-05,0.017561095,0.019504199
-0.032017077,-0.003782905,-0.039488158,-0.064341385,-0.025047125,0.006902114,-0.016512524,0.01770028,0.019677611
-0.035698207,0.005189824,-0.048080477,-0.07481871,-0.059252999,-0.029051053,0.007136767,0.019263505,0.019375352
0.015364465,0.006243251,-0.021202208,0.010625553,0.029746778,-0.022819111,-0.012212864,0.019702618,0.019342332
0.018805592,0.001459623,0.033590944,0.01359916,0.02392308,-0.001180041,0.003505139,0.020153675,0.021060537
-0.009165647,0.008587538,0.01667698,0.004728141,-0.003115267,0.010654016,0.011785312,0.019952084,0.01998049
-0.007623209,0.012185747,-0.009197513,-0.01688707,-0.010980502,-0.03757987,0.004503089,0.019979572,0.01996993
-0.033496986,0.003286519,-0.025661786,-0.037638851,-0.028801991,-0.008526981,0.010565197,0.02085317,0.020646647
-0.003991875,0.003275753,0.011251449,-0.005744989,-0.013072082,-0.011778285,-0.000129432,0.020722249,0.019953458
0.001301857,-0.00451468,0.02035389,0.044822,-0.002964917,0.024972921,0.003270762,0.020112642,0.018957024
0.010299879,0.004884845,-0.009227629,0.01072077,0.014412303,-0.007878488,-0.002073532,0.019504199,0.019403821
-0.016346746,0.011834458,-0.023295563,-0.01913934,-0.019705071,-0.013916465,-0.005232059,0.019677611,0.018312507
-0.01706837,-0.002930226,-0.030771659,-0.022472856,-0.027915046,-0.004770749,-0.000858532,0.019375352,0.016431324
0.005833755,-0.004595737,0.029546544,0.015200097,-0.00547197,0.012934059,-0.008438246,0.019342332,0.01597387
0.031906573,-0.005851752,0.047285888,0.053529236,0.026731417,0.009483692,-0.000305611,0.021060537,0.017948827
0.010008079,-0.004706182,0.033911295,0.019187432,0.007981419,0.048592213,-0.000691933,0.01998049,0.018263959
-0.001502899,0.006989359,-0.002829657,-0.016423727,0.005944535,-0.057289433,0.001152701,0.01996993,0.017563382
-0.024890931,0.005348099,-0.042843021,-0.030829158,-0.02264499,0.003226794,-0.000710218,0.020646647,0.01994303
-0.002186797,0.001715161,0.011176587,0.000948317,-0.020759636,0.012632111,-0.004741816,0.019953458,0.021024152
0.021133508,-0.008235051,0.029112879,0.032178108,0.022778479,0.015865225,-0.003639287,0.018957024,0.022396928
0.015424654,0.006029303,0.00425231,0.005035488,0.023913461,-0.022161335,-0.004068649,0.019403821,0.022868525
-0.012528943,-0.000184032,-0.012811563,-0.007562772,-0.017213268,-0.000259594,-0.001797411,0.018312507,0.028532383
-0.01383663,0.014279042,-0.032682647,-0.023408091,0.026427362,-0.052592277,0.01044456,0.016431324,0.028845245
-0.016251481,0.006705809,-0.015523063,-0.004796172,0.006909059,-0.002283002,0.004420859,0.01597387,0.031014362
-0.040392397,0.021313202,-0.035913305,-0.030756635,-0.023553917,-0.012789428,0.022075861,0.017948827,0.033823513
0.010276151,0.003149425,0.012952321,0.011093421,0.015323418,-0.014175375,-0.009106128,0.018263959,0.040387484
-0.023808793,0.008581255,-0.051524596,-0.036958014,0.021259999,-0.001127714,0.002161771,0.017563382,0.040516277
-0.046038467,0.019495801,-0.065199678,-0.050878326,-0.037927052,-0.029776033,0.009976391,0.01994303,0.041295258
0.024433242,0.008400805,0.011572986,0.056965081,0.001679262,-0.005536951,-0.017977308,0.021024152,0.040922384
0.032449851,0.019460194,0.002176006,0.050534473,-0.001679262,-0.016797212,0.008828669,0.022396928,0.041885844
0.021648122,-0.016265034,-0.012202641,0.025161546,0.008034861,0.002374593,-0.001403809,0.022868525,0.042004694
0,0.012458448,3.22E-14,-0.092267462,-0.072595791,-0.057664288,0.014727499,0.028532383,0.046950644
0.01663223,0.015140169,0.018777572,0.025382073,0.000358487,-0.043105973,0.011006273,0.028845245,0.050419945
0,0.01716456,-0.070342196,-0.072759354,-0.052236958,0.062493859,-0.002752087,0.031014362,0.050388793
0.053314862,0.045967675,0.062595314,0.070249943,0.066472074,0.001128842,0.013598219,0.033823513,0.052361014
0.091374855,0,0.072406096,0.079656085,0.071580804,-0.031814501,-1.39E-17,0.040387484,0.052651135
-0.028970906,-0.015147617,-0.009572385,-0.02823717,-0.030052345,0.096353461,-0.01058471,0.040516277,0.05364365
-0.03850851,0.020673853,-0.053529984,-0.076092683,-0.010221554,1.11E-16,0.012845602,0.041295258,0.053704749
0.005008307,0.0086924,0.033046115,0.017107528,0.006485771,-0.042622935,-0.002326608,0.040922384,0.053481737
0.039072542,-0.015371501,0.041739455,0.034340274,0.030493232,0.019801117,-0.029692393,0.041885844,0.052719282
-0.020388583,-0.023059574,-0.019096532,-0.059982705,-0.003305788,-0.059981119,-0.019635829,0.042004694,0.052199501
0,0.032143668,-0.079879968,0,-0.057937837,-0.114704902,0.016634812,0.046950644,0.060809472
0.073550703,-1.39E-17,0.068441361,0.078220384,0,0.036806659,-0.030099464,0.050419945,0.060839144
0.005174213,0.001629758,-0.006314067,-0.004387175,-0.001293661,-0.030416401,-0.01640048,0.050388793,0.064517348
0.008803939,0.00812953,0.002967098,-0.025553524,0.011444037,-0.049628051,0.000538532,0.052361014,0.062720978
0.02357563,-0.018620927,0.028399742,0.065994386,0.005618525,-0.001989639,-0.025578951,0.052651135,0.057737242
-0.014178225,-2.78E-17,0.010406982,-0.036979459,-0.027985044,-0.065211686,0.01708874,0.05364365,0.061755257
-0.018547689,0.035280136,-0.028097814,-0.012025587,0.022177775,0.021427461,0.016879438,0.053704749,0.0614728
-0.018871383,-0.007500546,-0.037031805,0.019950327,0.015701364,-0.0147839,0.001993824,0.053481737,0.064879952
-0.025708878,-0.072810064,-0.016376592,-0.022788655,-0.060477297,-0.028474319,-0.012705287,0.052719282,0.063592787
-0.03048032,0.058649333,-0.065045087,0.022915926,-0.05137058,2.78E-17,0.035448791,0.052199501,0.064575944
-1.39E-16,0,6.01E-14,-2.78E-17,-1.94E-16,0.046720471,-6.94E-18,0.060809472,0.063047118
0.022861597,-0.035234624,0.019842476,-0.011110265,0.054935284,-0.031254903,-0.001052968,0.060839144,0.068126619
2.78E-17,0.029476591,2.95E-14,2.78E-17,0.000119496,-0.056486679,0.013506141,0.064517348,0.06935775
-0.008298907,0.011404923,-0.075471332,-0.022849562,0.019640729,-0.063520202,-0.007509377,0.062720978,0.070703074
0.00052732,6.94E-18,0.036710197,0.009667941,-0.007893649,0.029421733,0.014714684,0.057737242,0.070453904
-4.16E-17,0.007909945,0.10051626,-5.55E-17,4.16E-17,0.02981524,0.002094082,0.061755257,0.069966937
-0.00931882,0.053220166,-0.014625429,0.010939264,0.006451459,-0.038427385,0.009029015,0.0614728,0.070265272
-6.94E-17,0,0.024403896,-0.057963317,-2.78E-17,-0.063284691,-1.39E-17,0.064879952,0.071173914
-0.035920848,-0.045969451,0.047601855,-0.058265286,-0.030065624,0.003710292,-0.029366348,0.063592787,0.071129348
-0.071326569,0.016470927,-0.058257577,-0.050084679,-0.069554205,-0.058722664,0.05499376,0.064575944,0.070537602
-0.067002034,-3.75E-05,-0.085069916,-0.098395627,-0.03961689,-0.022682902,0.005257373,0.063047118,0.062965401
0.020279067,-0.000268879,0.004355285,0.030524549,0.010391748,0.014105481,-0.045212023,0.068126619,0.062880513
-0.031198194,-0.018534905,-0.003024949,-0.038876545,-0.02728069,0.071427055,-2.78E-17,0.06935775,0.05954298
0.02026381,0.013142704,0.017829493,0.02030496,0.057357983,-0.02492185,0.032513539,0.070703074,0.060523861
-0.041386186,0.01704457,-0.013480156,-0.012648846,-0.071913811,0.034507179,0.02259972,0.070453904,0.060534445
0.000932289,0.01162914,-0.030707775,-0.002547842,0.014651159,-0.063190006,-0.012130708,0.069966937,0.057449324
0.033331477,-0.024201583,0.064933493,0.051316175,0.010400533,4.16E-17,-0.022846904,0.070265272,0.058192599
-0.021657499,0.015169449,-0.04591137,-0.100552834,-0.009296349,-0.073660895,0.012501833,0.071173914,0.05332933
-0.009267651,-1.39E-17,-0.065301806,-0.040368839,-0.005424246,-0.074402543,0.003449061,0.071129348,0.054756105
0.028729293,-0.019569326,0.009982767,-0.037112843,0.032233452,0.005583487,-0.017978155,0.070537602,0.05614086
0.017305247,0.00717205,0.025302348,0.041836346,0.035114001,0.018336971,0.003536786,0.062965401,0.053620619
0.023099432,0.024089299,-0.004423122,0.009665934,0.004410246,-0.046236926,-0.006363687,0.062880513,0.046984863
6.94E-17,0.023678066,-6.09E-14,-0.069311315,-0.069996508,-0.05949916,-0.011117252,0.05954298,0.043193802
0.050951969,0.021607483,0.021663288,0.031405199,-1.53E-16,0.041315082,0.010982664,0.060523861,0.044668443
-0.002254685,-0.022822604,-0.017188774,-0.009794016,0.014087652,-0.01956948,-0.004682508,0.060534445,0.04420303
0.000386627,0.009156816,-0.01570583,-0.01369592,-0.004394492,-0.036328824,-0.007474299,0.057449324,0.042373629
-0.044825039,0.00509703,-0.06093428,-0.044496985,-0.073746166,-0.013143702,-0.020814631,0.058192599,0.040216035
-0.019269545,-2.08E-17,-0.040064049,-0.022091007,-0.022895979,-0.014436696,0.000999112,0.05332933,0.039415817
-0.065832925,0.018948363,-0.091275606,-0.09234595,-0.100064252,0.007340964,-0.001557073,0.054756105,0.043387391
2.78E-17,6.94E-18,-5.02E-15,-2.78E-17,-5.55E-17,0.085808558,0.001596956,0.05614086,0.043449236
0.018490892,-0.007051296,0.006626486,0.026343546,0.022400962,-0.069685695,-0.003620386,0.053620619,0.043750679
0.04678284,-0.0111287,0.058113213,0.028599319,0.055785219,0.080257978,-0.004645137,0.046984863,0.039384981
0.01071875,0.001927556,0.005444231,0.017533932,0.026240083,0.018463184,-0.013400609,0.043193802,0.038442005
-0.051881477,-0.007241736,-0.086415203,-0.076636634,-0.048012112,-0.019729947,-0.035732933,0.044668443,0.03903431
0.007553167,0.002345642,-0.005476265,-0.037993735,0.030377378,0.017351082,-0.04997708,0.04420303,0.039977632
0.008489388,-0.00052842,0.053703375,0.012931408,0.008346632,0.039871368,-0.008174796,0.042373629,0.038105724
-0.004752113,0.01343369,-0.037474579,-0.031878738,-0.016874142,-0.034246777,-0.000867459,0.040216035,0.03777539
0.006276683,0.011083649,-0.023949352,-0.022680304,0.013311445,-0.043565641,-0.035993664,0.039415817,0.033769264
-1.39E-17,-0.016970608,0.025024318,-4.16E-17,0.038388477,0.07887987,-0.006587265,0.043387391,0.030104806
-0.008272074,-0.016241735,-0.062312616,0.013861129,0.00200531,-0.028546028,0.022271066,0.043449236,0.030951472
0.026931902,-0.003496313,0.04694765,0.066231879,0.003569949,0.033485896,0.000849439,0.043750679,0.029251624
-0.012504602,2.78E-17,-0.01048301,-0.021122344,-0.039758999,-8.33E-17,-0.003737322,0.039384981,0.02921302
0.02193426,0.021006995,-0.007652994,0.003549576,0.038204883,-0.028164091,0.003014758,0.038442005,0.029262925
-0.02710444,-0.004102367,-0.00058328,0.00635935,-0.040240381,-0.0339178,-0.001627056,0.03903431,0.030189291
0.042735222,0.009574025,0.028909471,0.051820743,0.061715669,-0.015578839,0.009582999,0.039977632,0.030655469
-0.001148948,-0.006320306,0.01609883,0.013288696,0.007312315,0.026184281,0.000419213,0.038105724,0.030743511
-0.010340586,-0.002615259,-0.040254636,-0.050425539,-0.015058878,-0.009999256,-0.010005044,0.03777539,0.032232093
-0.010295719,0.009825992,-0.009709682,-0.004174182,-0.045777577,-0.046278874,0.027551936,0.033769264,0.032560826
-0.039431676,0.010060688,-0.055525429,-0.065166298,-0.037347647,-0.025469641,-0.007703798,0.030104806,0.028106753
-0.030992195,-0.008673236,-0.007963534,-0.038685271,-0.040116756,0.000557485,-0.01195863,0.030951472,0.03087402
0.010745782,-0.006613793,0.03458404,0.046836264,-0.022702421,-8.33E-17,0.003997404,0.029251624,0.030312673
0.005302981,0.012680417,-0.013150562,-0.00221654,0.001799745,0.073019831,-0.001623289,0.02921302,0.031562505
0.013135315,2.08E-17,0.013553901,0.023754042,0.015165584,-0.014490582,-0.014049752,0.029262925,0.031933798
-2.78E-17,0.008435561,0.071402078,0.096655315,-4.16E-17,0.041145795,-0.007547112,0.030189291,0.031314351
0.031166221,-0.033634703,0.022291123,0.052996739,-0.007662744,0.056083627,-0.013123289,0.030655469,0.031155969
0.01894372,-0.023917142,0.013657298,0.027298107,0.031875298,0.00218009,0.004218106,0.030743511,0.032172795
-0.035898539,0.010086097,-0.040218946,-0.064034372,-0.04614654,-0.029726956,0.021015152,0.032232093,0.032305279
0.028259364,0.017448355,0.041954843,0.043553736,0.001641407,0.043044999,-0.006088734,0.032560826,0.03108195
-0.009764095,0.00529293,-0.003994653,-0.016503571,-0.010302966,0.023835922,-0.020636807,0.028106753,0.030221236
-0.053825413,0.021895643,-0.067212406,-0.083108631,-0.037135047,-0.044136937,-0.006141186,0.03087402,0.030167739
0.00357203,-0.008086309,0.008353759,0.026596414,-0.039461484,0.026640912,-0.013136935,0.030312673,0.031243444
-0.040327935,0.021259545,-0.027537387,-0.047628051,-0.062275123,0.007378496,0.019103593,0.031562505,0.031440603
0.030339935,0.010315246,0.033742783,0.025796786,0.030006947,-0.043983478,0.004185399,0.031933798,0.027311596
0.00484127,-0.014489787,0.007430138,0.018503471,-0.021004268,0.007198767,0.000728733,0.031314351,0.02639843
-0.040899259,0.010793065,-0.032853468,-0.045156733,-0.054198068,-0.007348029,-0.007877694,0.031155969,0.026850718
0.033506183,-0.001316492,0.050724005,0.028846483,0.047581793,0.032866794,0.016023703,0.032172795,0.025836169
-0.016955766,-0.004002038,-0.02589248,0.001369394,-0.009049834,-0.051320086,1.92E-05,0.032305279,0.02560538
0.006261037,-0.002947887,-0.002119937,0.034300605,0.010471301,0.031698646,0.024923163,0.03108195,0.027036778
0.009838156,-0.012138657,0.008860841,0.018667645,0.001419448,0.007635071,0.029289803,0.030221236,0.024115361
0.004895939,0.00393313,0.004191586,0.041003678,-0.019575702,4.16E-17,-0.016257774,0.030167739,0.024741475
